year,state,total,male 5 and under,male 6 to 18,male 19 to 25,male 26 to 34,male 35 to 44,male 45 to 54,male 55 to 64,male 65 to 74,male 75 and older,female 5 and under,female 6 to 18,female 19 to 25,female 26 to 34,female 35 to 44,female 45 to 54,female 55 to 64,female 65 to 74,female 75 and older
2017,Georgia,1780476,179703,339303,31499,37917,42568,45503,59869,50603,28323,173149,329939,56080,75943,66355,59203,72975,71028,60516
2017,Hawaii,245341,21295,34330,6833,13072,7920,11348,11229,6040,4491,17567,33165,10440,16698,12508,11336,11895,7964,7210
2017,Idaho,305690,30744,61610,6643,7917,12286,6205,8785,7769,4141,29224,59033,10647,13950,10492,8300,10213,9894,7837
2017,Illinois,2521174,192753,391303,82202,100764,94052,99025,97445,46158,32036,185961,382422,123778,170724,151311,115240,120493,68658,66849
2017,Indiana,1181435,105763,194917,33947,42018,43578,43542,43660,19642,13353,98524,171536,56365,72449,67999,55268,56322,36619,25933
2017,Iowa,561524,48208,87570,17507,22096,21237,21361,24368,10513,7529,43371,82409,30532,35226,29743,23825,27791,13129,15109
2017,Kansas,401259,41940,77273,6896,12235,8005,8754,12563,10257,6494,42237,74194,14955,17504,14721,12938,15189,14751,10353
2017,Kentucky,1179427,81228,159012,44887,59355,54382,51813,57128,22982,13845,75797,152928,59620,77057,72233,65582,72404,33360,25814
2017,Louisiana,1306833,101839,210569,41912,45505,43376,46050,52019,27540,14230,102824,194734,69886,89011,71551,58320,67093,38315,32059
2017,Maine,235462,14646,31904,6708,6902,9459,10533,14804,10133,6718,12549,24906,8260,13449,14175,11300,14781,11915,12320
2017,Maryland,1067453,77444,155049,41163,50362,37733,43239,43056,21261,17047,77768,144367,48106,77087,57994,54760,59608,30267,31142
2017,Massachusetts,1569607,81107,178357,62619,88674,81649,78296,86018,40495,27318,80076,168759,72446,115460,109232,96075,97522,55265,50239
2017,Michigan,2212673,158385,289613,86458,97433,98951,101880,105864,48531,29426,150816,285917,115359,158572,128416,121241,121041,63371,51399
2017,Minnesota,986481,74818,138822,37481,51188,43943,41201,46583,16843,12062,69178,130342,47804,75690,58457,45912,51464,21423,23270
2017,Mississippi,713735,58869,141064,12855,11231,18747,22156,27924,18921,13405,58856,128571,24476,30933,29973,24420,33531,30947,26856
2017,Missouri,902959,91205,160187,16224,25907,25853,25559,34441,18888,13140,83647,155844,33496,51199,39780,36289,39889,29305,22106
2017,Montana,211772,18837,30107,7812,9094,7932,7590,9672,4844,2893,15652,34225,8031,14841,12013,6560,11924,5937,3808
2017,Nebraska,246130,27651,44741,5068,5643,4532,5644,6921,6820,4569,25111,44124,9680,10661,8959,8279,10007,8849,8871
2017,Nevada,559069,47504,85915,18269,23554,19470,23685,22967,12316,8560,41032,76552,25623,38756,29503,26290,30561,15186,13326
2017,New Hampshire,182303,13519,30316,6220,7164,7723,7686,8918,3059,2777,13369,27314,6550,11445,10178,8606,8450,4149,4860
2017,New Jersey,1530419,112719,224488,53558,58233,51809,64807,65624,36538,28385,104478,220542,64219,89443,84931,80275,81451,50931,57988
2017,New Mexico,682368,48704,99398,30591,34256,29607,26601,28537,15600,9157,44846,97334,37462,45187,37552,27769,34016,19292,16459
2017,New York,5156580,313293,626547,227999,267391,232843,243661,242540,123979,99232,300120,586210,254229,356055,310867,298104,299712,180099,193699
2017,North Carolina,1863219,171799,350171,45691,47398,44479,49653,67153,42947,30845,173356,325935,80243,97461,74223,65924,77364,65088,53489
2017,North Dakota,82428,7307,10869,2166,2564,2637,3527,3982,2343,1544,8498,12691,3928,5468,4033,2238,3348,2571,2714
2017,Ohio,2415060,177429,342954,84876,112478,102045,101419,106708,43104,25074,173499,320417,131580,194947,144284,123387,123020,58514,49325
2017,Oklahoma,697083,78876,149001,11055,15790,16453,14518,17913,13818,9729,70567,141567,21477,30099,22159,20070,23307,21974,18710
2017,Oregon,943550,67153,127109,39425,49669,41053,38236,45577,20344,13271,61699,119001,45104,66556,57331,46987,53391,28621,23023
2017,Pennsylvania,2484446,176636,351422,92198,108615,96068,97237,110374,57297,42168,167809,330103,116526,170353,138740,133766,135604,78654,80876
2017,Rhode Island,242401,12184,30752,8541,12540,9066,12167,10540,6871,3757,15677,26564,13216,18153,14978,16435,16141,7804,7015
2017,South Carolina,957413,85265,167722,23716,24727,22091,29541,34598,26566,15267,85786,160706,37572,57122,45323,36278,44025,34441,26667
2017,South Dakota,123325,14924,20688,2169,3415,3448,2743,3242,3957,2455,13948,23336,4509,6907,3472,3652,3844,3156,3460
2017,Tennessee,1361786,108445,219252,37996,36395,43627,46183,51338,31419,20862,111601,219920,62267,85112,82096,59368,59178,46311,40416
2017,Texas,4767279,558159,981881,80752,105713,107267,98024,132539,101846,82452,528299,941027,138660,176571,148309,134414,164118,145937,141311
2017,Utah,332799,35136,61560,7057,13476,8780,8598,9570,7795,5541,33919,56523,9541,20424,14968,10178,11032,9975,8726
2017,Vermont,165537,10452,20856,6649,9353,8644,5971,9036,3715,2643,9582,23260,6982,10947,9596,8245,10495,5076,4035
2017,Virginia,974839,94220,174198,19906,25482,24362,30064,30416,24286,17825,88608,166233,30948,57732,45881,35635,38869,34544,35630
2017,Washington,1534414,118621,226954,57254,80438,63543,62418,67605,32064,20535,110389,218576,68189,109658,77347,68803,73038,40211,38771
2017,West Virginia,498042,33084,64506,17924,23588,26199,26074,22939,10808,7356,31560,66609,22453,34991,30773,27466,28343,12968,10401
2017,Wisconsin,977546,73527,142129,28474,38137,37103,36115,46021,27391,19868,69875,138030,45462,61830,54842,43662,49218,32182,33680
2017,Wyoming,69311,5957,11925,988,3107,2313,1448,3338,1954,1463,6748,9724,4000,2988,2885,2397,3798,2995,1283
2018,Alabama,946145,83577,180009,17271,20641,23500,27101,38628,22575,14363,85651,158130,31743,42685,39182,36185,51510,40593,32801
2018,Alaska,156943,12188,20855,5709,10231,7005,6427,7884,4775,2005,12101,20475,7184,12606,6405,6724,6587,4882,2900
2018,Arizona,1580796,119395,230179,56455,74486,67562,62259,63199,39169,27081,107212,222419,71476,104272,89155,72875,79170,51754,42678
2018,Arkansas,802927,67279,125861,22518,28799,27416,28022,32875,16187,10429,63316,131947,32221,48523,40142,39714,44038,21242,22398
2018,California,10324302,670560,1426174,439891,512276,437856,419841,431065,251623,204776,642503,1364935,523763,670553,586605,514990,529855,344112,352924
2018,Colorado,1044659,75850,158733,40470,55591,42320,40085,44343,20012,15403,75080,148447,50083,71428,55916,50307,50063,27051,23477
2018,Connecticut,725230,43286,98605,30499,34413,27104,32989,29971,16242,13389,42377,94623,33638,52095,46079,43297,36809,24183,25631
2018,Delaware,203535,14633,27394,7764,12240,7438,6073,9761,4132,2759,12251,27310,11236,13298,11094,12768,11853,6469,5062
2018,Florida,3829135,334669,622023,83720,102196,104340,110634,138088,138117,113636,326781,589574,110666,180542,158825,139129,177960,190229,208006
2018,Georgia,1798637,174188,356016,32465,36684,41609,41767,59869,50936,26596,166391,334970,57481,82472,69481,53761,79524,72124,62303
2018,Hawaii,241934,19832,33640,7626,9436,11792,9294,9610,8228,5514,18187,31034,8333,14028,14462,10416,13349,8112,9041
2018,Idaho,286543,29855,58331,6874,7498,5591,8656,9815,8195,5207,28617,52972,7323,11631,10865,6474,10114,10448,8077
2018,Illinois,2418070,182755,376949,71993,96399,89400,85170,98378,48099,31456,180693,366223,117281,165944,140384,111391,123036,71144,61375
2018,Indiana,1186628,102875,191776,34672,39846,39063,44477,48508,23233,14625,97747,179578,54551,76500,61970,55389,60828,33976,27014
2018,Iowa,596596,46583,97167,21696,22304,21816,19118,24803,10431,9245,45043,90600,30272,37417,32851,26060,31107,15808,14275
2018,Kansas,397017,40889,70402,7219,9632,11196,10813,14230,10570,7238,37992,72307,15095,18642,15704,11710,19165,13071,11142
2018,Kentucky,1180988,85032,165679,41024,54674,54655,54526,57886,24472,15653,76609,148497,59428,75896,73610,65565,67794,34208,25780
2018,Louisiana,1339254,104662,210745,44802,50395,44500,47688,52483,26058,13988,103134,196107,72513,93500,77413,65369,69759,36487,29651
2018,Maine,245326,13127,32373,7090,7941,9614,11862,15200,10236,7614,12651,27686,7946,12172,14428,12846,14686,13750,14104
2018,Maryland,1115193,86672,161358,38592,48219,43630,40211,46608,27518,18179,79389,153204,53493,76575,63636,51046,57509,33265,36089
2018,Massachusetts,1570110,83600,178586,65356,88030,81285,73604,81903,44449,29203,77283,165256,72943,116057,104705,93688,101431,57646,55085
2018,Michigan,2226447,155357,293795,83905,103619,96962,98017,106101,54167,34292,146565,283731,115491,158887,130540,118852,126985,66898,52283
2018,Minnesota,999370,78158,143074,37947,47004,46488,39381,43695,17680,12891,72370,137215,48381,71753,59913,42474,53142,24101,23703
2018,Mississippi,684553,59540,132333,10486,14225,15536,16016,31137,17570,8871,58268,123673,22619,29193,29594,23498,37857,26639,27498
2018,Missouri,911558,89110,163285,16397,26930,22881,28293,37702,21641,15827,82749,153447,31319,49054,38837,35855,44093,28871,25267
2018,Montana,222701,18061,37239,6168,9358,11684,7848,9501,4697,3121,15280,34213,8952,12547,12924,8793,11831,6247,4237
2018,Nebraska,256669,24492,48878,5294,6333,7659,6019,8898,6352,5720,26851,43322,9944,12564,9412,6585,10318,8471,9557
2018,Nevada,576954,43910,84035,15678,26471,20399,21972,26975,12530,10174,44853,85771,26247,37781,27514,27113,32560,19034,13937
2018,New Hampshire,185779,13673,26918,5613,8635,8035,6378,7565,3433,3203,13204,27724,9182,12959,10322,8414,10309,5177,5035
2018,New Jersey,1477410,102547,211763,51789,56901,58188,55430,60723,34017,28662,107456,209315,66774,82226,80032,75808,79183,57466,59130
2018,New Mexico,678987,46796,104592,29439,31692,30540,25430,30558,13314,9853,42411,91831,40662,43512,39047,30961,33180,18889,16280
2018,New York,5053607,299052,601616,210109,260224,232279,242647,237534,132167,97174,295729,589564,243193,331635,303915,288249,306563,185686,196271
2018,North Carolina,1853305,170939,348843,45293,45154,45239,47171,59135,47629,30062,167701,328589,72629,92372,77781,69181,81554,67534,56499
2018,North Dakota,84242,8041,12834,2345,3330,3673,2567,2503,2182,1971,7299,9839,4351,7213,3548,3025,3538,2230,3753
2018,Ohio,2392027,175818,339797,72745,109628,102167,92613,106645,47486,28275,173830,318238,120504,182030,149500,123765,132189,64030,52767
2018,Oklahoma,682996,78875,131994,12119,18620,15606,14967,17986,16508,9663,73625,137374,20891,30605,22807,19451,25140,20269,16496
2018,Oregon,919484,61356,127543,36839,46536,41364,35269,44668,21086,14809,60841,124024,39363,65384,51938,44108,53471,27795,23090
2018,Pennsylvania,2553334,177568,363819,89548,115530,96268,101933,123597,59945,46301,166848,350317,115714,169734,140237,134494,136183,84013,81285
2018,Rhode Island,245391,15634,29128,9227,14875,10281,11989,13338,7643,4871,14461,25750,10897,17862,14291,13581,12985,9702,8876
2018,South Carolina,982931,88821,174348,21116,21301,26427,23839,38451,23273,13727,81237,171404,41046,59755,47012,34778,45361,40536,30499
2018,South Dakota,119166,14895,22891,2557,2654,2970,3483,3554,3479,2859,10675,19987,4355,5135,4636,3140,5249,3161,3486
2018,Tennessee,1372972,120382,222873,33775,36452,40952,43644,49452,32259,19541,122956,214437,62163,92410,73499,56076,66267,47836,37998
2018,Texas,4806792,542925,980328,79541,108743,99162,103060,133297,116131,78237,533073,963394,127967,173786,153407,132594,173269,164729,143149
2018,Utah,325342,33326,59498,6819,11769,11145,8916,8548,7975,5094,30140,51740,10060,19326,18787,8845,13893,10151,9310
2018,Vermont,141068,7009,19319,5181,7799,6418,6687,8600,4294,2683,6252,17094,5893,8465,7578,9177,9454,4970,4195
2018,Virginia,1000751,93541,179357,20342,25808,24577,24622,30674,25875,16703,92231,173908,35953,60889,50214,35644,40261,35093,35059
2018,Washington,1545981,119993,236406,55497,80502,64709,57806,62029,31160,23772,111386,226523,76336,104057,77917,66218,71656,40810,39204
2018,West Virginia,469449,31489,63618,13994,19813,26029,20385,24578,12327,6450,28317,59575,19162,30882,30504,26318,29280,14901,11827
2018,Wisconsin,963081,68973,146022,26759,36306,35677,38855,44852,27576,18972,70029,133441,40942,62030,50220,46180,50912,31335,34000
2018,Wyoming,58394,5638,9795,922,2660,1784,1250,1887,2111,1507,5523,8540,2054,3142,2053,1690,3308,2438,2092
2019,Alabama,947428,88825,171299,14102,16255,23032,26025,36957,28894,16940,86023,162897,29775,45947,42131,32352,51660,41818,32496
2019,Alaska,153906,12177,24222,4786,8267,5624,5652,8598,4075,1577,12669,21468,5674,9986,7539,5562,8428,4121,3481
2019,Arizona,1492236,106236,220396,56494,72860,62741,52810,65041,33579,29418,105517,204427,73130,92126,80360,65121,78931,48534,44515
2019,Arkansas,787006,59503,126104,23176,24355,27757,26063,36158,16130,10445,64557,126126,34713,49890,37578,34170,45182,24899,20200
2019,California,9926265,634795,1385843,411356,486153,421029,374874,412639,259736,200377,620513,1329165,502554,642125,549206,473951,519557,355558,346834
2019,Colorado,967142,74182,146067,35203,51954,41197,33708,41403,23228,15238,67627,138301,42574,64840,55998,37989,44265,28100,25268
2019,Connecticut,766077,44018,99515,36372,35882,29184,33210,35915,21545,14405,42777,96208,35832,51122,47226,45634,40150,26263,30819
2019,Delaware,198453,15729,30089,4612,10147,6890,8722,8141,4928,3356,12452,26723,7568,13873,10968,10438,10830,6109,6878
2019,Florida,3663371,319616,604146,76026,82768,90880,99516,145425,132840,115164,309799,562517,105482,173621,149993,134487,169021,189361,202709
2019,Georgia,1791103,178609,341082,26279,37549,33260,43152,59789,57199,28649,162318,338716,55154,83620,63143,58239,76858,83807,63680
2019,Hawaii,244522,18873,33659,6851,12063,11414,10375,9580,8274,5142,18179,33391,10713,14228,12675,9240,11507,9051,9307
2019,Idaho,282551,33440,56149,5808,8669,7830,6886,7839,7271,5081,27751,54557,7964,12006,8797,8638,9885,7398,6582
2019,Illinois,2274453,174087,353324,69848,87863,84658,82772,100067,45300,31400,171649,343107,107848,148187,129640,104102,113504,65547,61550
2019,Indiana,1170506,101228,181348,31951,40775,42300,40699,50178,25057,13166,89047,172434,54043,79745,65384,51103,66980,38416,26652
2019,Iowa,602729,50018,96731,21122,21426,21389,20488,25219,13258,8211,45132,85781,31661,41288,33195,24824,31689,15366,15931
2019,Kansas,379823,36146,74906,7728,9932,9694,9537,12153,8491,6389,36894,69675,13358,16511,15758,12716,17059,12147,10729
2019,Kentucky,1135120,81292,154462,43942,48347,47315,50487,55507,25467,13757,80725,149092,57181,70936,67868,60428,66789,35649,25876
2019,Louisiana,1319888,101454,205150,51613,44837,44007,44558,54866,26924,16735,89807,188558,68879,93525,81268,60507,75575,40813,30812
2019,Maine,259524,13858,32674,7547,9341,9860,11079,14496,11394,6522,12943,32000,8305,16781,13984,12189,16776,15001,14774
2019,Maryland,1095661,88656,159415,38704,42731,40878,45999,46677,24084,20777,72834,156777,48013,69211,64830,49764,57362,35204,33745
2019,Massachusetts,1498748,84646,174890,63584,74967,68331,75711,72114,43475,27790,71971,166067,64215,106923,100808,88937,96218,59390,58711
2019,Michigan,2154345,145085,288088,79226,101603,88600,94963,105739,54100,34858,145519,271634,112183,150725,126255,106186,123734,70332,55515
2019,Minnesota,962811,76101,147224,31131,46295,39928,34169,43194,19512,12215,68360,138437,42014,70939,56173,43478,48044,24540,21057
2019,Mississippi,696670,61704,125099,13448,10955,16295,18871,27180,21355,10741,59773,131861,23546,30900,31002,23407,35580,29220,25733
2019,Missouri,874224,78855,158724,15659,24107,21398,27464,32988,20538,13783,82107,146667,25579,45174,39837,35342,46509,33181,26312
2019,Montana,221675,17744,34910,8303,10089,9674,6436,9672,5245,3191,13847,34617,10291,14077,11869,7634,11744,7006,5326
2019,Nebraska,243877,25451,47441,4227,6771,6983,5722,7623,6398,4528,23300,39850,7607,13310,9091,7580,9876,9220,8899
2019,Nevada,542869,42633,81170,15193,23992,19457,21213,23539,13529,10817,39348,74622,22560,34143,28601,24936,31624,18299,17193
2019,New Hampshire,177009,12231,27383,4899,9831,6374,5770,7868,4383,2871,12545,25657,8435,12170,10480,7929,8906,3697,5580
2019,New Jersey,1451689,108978,221018,51281,54444,51999,55925,60773,38545,26843,101640,201452,63378,84509,78756,71448,74678,50012,56010
2019,New Mexico,688184,45973,99403,29729,32888,30132,22312,30433,14772,12080,43483,95176,37337,48867,40375,30709,36467,20877,17171
2019,New York,4930053,304941,605882,208812,247880,211761,216520,243186,133777,103027,282541,560085,224689,331361,295484,273569,293127,189439,203972
2019,North Carolina,1848737,170705,342431,43005,42863,42517,48658,65708,47362,27101,162602,333163,70320,98922,79835,60647,84754,69608,58536
2019,North Dakota,89843,6854,12330,3001,4237,3058,2489,4515,2469,2472,6278,12550,3989,5202,6069,3605,3716,3661,3348
2019,Ohio,2310851,178968,319936,72829,103055,92698,89815,106403,45841,25785,162151,323865,113965,173433,137235,118877,126089,68284,51622
2019,Oklahoma,669587,74709,142910,10754,13822,15795,14446,19271,13960,9713,64362,135889,18906,29091,26282,17119,24083,19651,18824
2019,Oregon,874108,49578,123549,32100,46860,38264,35809,43627,24031,11769,55723,111291,42878,61056,54435,41109,50396,28525,23108
2019,Pennsylvania,2536238,172335,376487,84103,100355,93475,92634,126424,63808,40597,162083,350266,110883,170935,146007,126840,146861,86707,85438
2019,Rhode Island,212460,12244,26513,8726,13587,8882,10208,12360,5495,5482,10742,22835,8299,16599,12345,11496,11443,6837,8367
2019,South Carolina,947699,87700,170877,20787,22550,21658,23079,36556,24974,15917,82079,157886,36311,55692,42364,33844,42085,40785,32555
2019,South Dakota,113817,12699,21954,1273,3950,2804,2753,4190,2439,2025,11227,19814,3512,4556,4708,3883,5047,3628,3355
2019,Tennessee,1318061,111723,221237,32130,34383,37186,39088,50779,35537,19976,109743,204670,54492,88731,73541,55868,61322,46474,41181
2019,Texas,4532753,510894,947852,68210,88135,90162,96077,122379,118538,83534,489231,895408,126609,164858,147953,116213,154509,158318,153873
2019,Utah,307472,30253,48952,9976,12016,12276,9475,9797,7816,5839,30115,50367,8903,15842,15117,9783,12575,9174,9196
2019,Vermont,141757,8337,19474,4932,7741,7192,6081,7230,3666,1891,6922,18950,7561,10388,6854,6640,9484,4280,4134
2019,Virginia,1133379,93791,185486,26848,42394,35709,38811,40880,24527,18195,92683,178698,48397,71623,60847,46180,51255,40149,36906
2019,Washington,1484073,115200,229553,49472,70783,61120,50311,56403,32260,23278,109742,224687,64302,102298,78002,59269,76222,41972,39199
2019,West Virginia,467909,29037,59381,16626,19965,20970,22992,24844,12786,6836,30096,60044,19593,33008,31938,25019,27414,14523,12837
2019,Wisconsin,949309,66660,144789,25480,39166,35757,34108,41605,25990,18640,66073,135532,38929,59680,54338,44248,52371,33778,32165
2019,Wyoming,66453,6153,12429,2421,2065,2023,1018,2790,2001,1391,3898,11472,1537,3625,3347,2344,3159,2554,2226
