year,state,state_abb,division,region,total_pop,male_pop,female_pop,med_age,predominant_education,bachelor_degree,med_income,med_home_value,med_gross_rent,unemployed,below_poverty,mortgaged_housing,food_stamps,gini_index,health_insurance,no_health_insurance,employer_health_insurance,medicare,medicaid,housing_units,med_year_built,household_size,occupied_housing,owner_occupied,renter_occupied,predominant_heat,gas_heat,electric_heat,no_heat
2019,Maryland,MD,South Atlantic,South,6045680,2928013,3117667,39,bachelor's degree or higher,1710230,86738,332500,1401,147356,532241,1070608,217528,0.4558,993392,4952454,708864,1018034,1095661,2470307,1978,2.715,2226767,1488168,738599,utility gas,976786,939646,10872
2019,Massachusetts,MA,New England,Northeast,6892503,3345556,3546947,39.7,bachelor's degree or higher,2181743,85843,418600,1360,151812,625763,1124858,296538,0.4803,1266727,5554242,966597,1221010,1498748,2928818,1962,2.6,2650680,1647747,1002933,utility gas,1385815,448883,12860
2019,Michigan,MI,East North Central,North Central,9986857,4915905,5070952,39.8,some college or associate's degree,2070795,59584,169600,888,250252,1269062,1685281,463622,0.4634,1527707,8351779,1027632,1988482,2154345,4629605,1971,2.516,3969880,2841195,1128685,utility gas,3031018,403782,17792
2019,Minnesota,MN,West North Central,North Central,5639632,2804216,2835416,38.4,bachelor's degree or higher,1433226,74593,246700,1016,98727,494683,1041172,163554,0.4434,858768,4722060,659623,955203,962811,2477515,1977,2.537,2222568,1598396,624172,utility gas,1471186,385188,15326
2019,Mississippi,MS,East South Central,South,2976149,1434957,1541192,38.3,some college or associate's degree,441751,45792,128200,777,87817,564192,363937,148478,0.4896,372640,2531969,278626,573317,696670,1339047,1984,2.705,1100229,740651,359578,electricity,317472,638273,3339
2019,Missouri,MO,West North Central,North Central,6137428,3008169,3129259,38.9,high school graduate (includes equivalency),1271281,57409,168000,834,116062,770175,993671,250422,0.4633,852357,5168308,625059,1176229,874224,2819334,1977,2.497,2458337,1650019,808318,utility gas,1225703,912838,7470
2019,Montana,MT,Mountain,West,1068778,537170,531608,40.5,bachelor's degree or higher,249148,57153,253600,831,22004,131882,166940,37993,0.4597,182591,871055,144390,224014,221675,519938,1979,2.442,437651,301456,136195,utility gas,225502,114538,975
2019,Nebraska,NE,West North Central,North Central,1934408,966650,967758,36.8,bachelor's degree or higher,422587,63229,172700,859,34133,185761,304241,58895,0.44,349610,1554601,280734,325697,243877,851167,1973,2.508,771444,511370,260074,utility gas,456589,235857,3583
2019,Nevada,NV,Mountain,West,3080156,1544779,1535377,38.4,some college or associate's degree,548919,63276,317800,1168,79000,379564,436321,120299,0.471,506894,2536525,399141,531159,542869,1285681,1994,2.693,1143557,647518,496039,utility gas,664388,413115,6113
2019,New Hampshire,NH,New England,Northeast,1359711,672960,686751,43,bachelor's degree or higher,368237,77933,281400,1147,22609,95711,249449,32684,0.4406,187388,1155949,133392,271114,177009,642298,1977,2.511,541396,384166,157230,"fuel oil, kerosene, etc.",115248,53861,5280
2019,New Jersey,NJ,Middle Atlantic,Northeast,8882190,4342591,4539599,40.2,bachelor's degree or higher,2551765,85751,348800,1376,220476,798262,1366281,244110,0.4782,1398649,7377327,1039207,1540209,1451689,3641854,1968,2.703,3286264,2081798,1204466,utility gas,2474295,448114,20499
2019,New Mexico,NM,Mountain,West,2096829,1036708,1060121,38.6,some college or associate's degree,394598,51945,180900,847,52489,373230,285674,130113,0.4768,297671,1761247,214510,421672,688184,948470,1983,2.643,793420,540052,253368,utility gas,490135,179609,2053
2019,New York,NY,Middle Atlantic,Northeast,19453561,9450810,10002751,39.2,bachelor's degree or higher,5166218,72108,338700,1309,445165,2467006,2374462,1049322,0.5149,3474539,15738264,2654314,3471241,4930053,8404205,1957,2.612,7446812,3985516,3461296,utility gas,4519999,911445,83469
2019,North Carolina,NC,South Atlantic,South,10488084,5094327,5393757,39.1,bachelor's degree or higher,2321185,57341,193200,931,236872,1386122,1670406,468291,0.4743,1667365,8613697,1268717,1943472,1848737,4748148,1989,2.592,4046348,2642709,1403639,electricity,988773,2600265,18281
2019,North Dakota,ND,West North Central,North Central,762062,388339,373723,35.5,some college or associate's degree,153397,64577,205400,804,10920,78112,103355,22407,0.4558,137708,606464,111989,122416,89843,379974,1979,2.356,323519,198411,125108,electricity,129531,133513,2641
2019,Ohio,OH,East North Central,North Central,11689100,5732207,5956893,39.6,high school graduate (includes equivalency),2356585,58642,157200,813,272654,1484862,1940200,569024,0.4651,1609257,9905694,1143457,2203205,2310851,5232943,1969,2.471,4730340,3123733,1606607,utility gas,3075761,1167397,19673
2019,Oklahoma,OK,West South Central,South,3956971,1962477,1994494,37,high school graduate (includes equivalency),686509,54449,147000,814,81705,583029,533145,179397,0.4739,710198,3161460,552687,723714,669587,1749520,1979,2.647,1495151,979898,515253,utility gas,762649,591171,4043
2019,Oregon,OR,Pacific,West,4217737,2089676,2128061,39.7,bachelor's degree or higher,1032316,67058,354600,1185,107991,470643,685197,221265,0.45,669731,3505271,508426,821972,874108,1808482,1979,2.557,1649352,1037125,612227,electricity,608187,865085,6735
2019,Pennsylvania,PA,Middle Atlantic,Northeast,12801989,6272527,6529462,40.8,high school graduate (includes equivalency),2917402,63463,192600,951,295633,1489333,2069571,693470,0.4745,2302367,10290769,1773706,2567389,2536238,5732580,1963,2.501,5119249,3501824,1617425,utility gas,2634591,1222377,22809
2019,Rhode Island,RI,New England,Northeast,1059361,517221,542140,40.1,bachelor's degree or higher,260275,71169,283000,1043,24199,110244,166570,58945,0.4628,180406,863347,135886,205459,212460,470177,1960,2.602,407174,251146,156028,utility gas,225120,41783,994
2019,South Carolina,SC,South Atlantic,South,5148714,2485001,2663713,39.9,some college or associate's degree,1054559,56227,179800,922,116037,692744,804981,195412,0.4747,871881,4176632,639473,1043459,947699,2351364,1989,2.606,1975915,1388492,587423,electricity,464662,1400895,10651
2019,South Dakota,SD,West North Central,North Central,884659,449458,435201,37.7,some college or associate's degree,174784,59533,185000,769,14033,101946,133395,30877,0.436,130590,736715,100726,162822,113817,401749,1978,2.5,353799,239931,113868,utility gas,164029,114940,2323
2019,Tennessee,TN,East South Central,South,6829174,3329115,3500059,39,high school graduate (includes equivalency),1348224,56071,191900,904,152373,922176,1028238,303067,0.4749,997868,5721447,762069,1269246,1318061,3028437,1985,2.572,2654737,1765720,889017,electricity,830737,1660360,8661
2019,Texas,TX,West South Central,South,28995881,14385762,14610119,35.1,bachelor's degree or higher,5776533,64034,200400,1091,635077,3865010,3464948,1080895,0.4753,4035692,24478736,3163539,4001649,4532753,11283892,1988,2.904,9985126,6179278,3805848,electricity,3499082,6101773,43282
2019,Utah,UT,Mountain,West,3205958,1610671,1595287,31.2,some college or associate's degree,664661,75780,330300,1098,52422,281279,506690,56620,0.4268,437321,2741073,333997,384901,307472,1133543,1989,3.131,1023855,723288,300567,utility gas,827604,151639,1606
2019,Vermont,VT,New England,Northeast,623989,309164,314825,42.8,bachelor's degree or higher,172272,63001,233200,980,11552,60897,114853,26291,0.4471,88490,529574,60479,138987,141757,339412,1975,2.375,262767,186252,76515,"fuel oil, kerosene, etc.",48826,16723,246
2019,Virginia,VA,South Atlantic,South,8535519,4201799,4333720,38.5,bachelor's degree or higher,2325070,76456,288800,1254,175528,822775,1429344,248330,0.469,1375654,6928017,1026368,1466136,1133379,3562258,1983,2.674,3191847,2110713,1081134,electricity,1041958,1793634,14542
2019,Washington,WA,Pacific,West,7614893,3807572,3807321,37.9,bachelor's degree or higher,1955632,78687,387600,1359,179353,730240,1252895,312084,0.4577,1184250,6313203,880495,1284693,1484073,3195098,1983,2.597,2932477,1849692,1082785,electricity,1001906,1652260,13621
2019,West Virginia,WV,South Atlantic,South,1792147,885861,906286,42.9,high school graduate (includes equivalency),269706,48850,124600,727,47424,278734,247795,123328,0.4644,237352,1524700,153725,428227,467909,894983,1974,2.461,728175,534568,193607,electricity,290668,328031,1708
2019,Wisconsin,WI,East North Central,North Central,5822434,2892804,2929630,39.9,bachelor's degree or higher,1258379,64168,197200,867,98873,591486,1005737,223798,0.4391,812773,4938631,597376,1094731,949309,2725153,1974,2.44,2386623,1603906,782717,utility gas,1570313,384000,13927
2019,Wyoming,WY,Mountain,West,578759,296005,282754,38.1,some college or associate's degree,113557,65003,235200,822,10539,56945,99193,11007,0.4345,82755,486104,61406,105893,66453,280281,1980,2.483,233128,167582,65546,utility gas,138003,53068,1055
